package_name,title_de,maintainer,maintainer_email,issued,modified,license,keywords_de,snapshot_date
invasive-gebietsfremde-pflanzen-potentialkarte-japanischer-staudenknoterich,Invasive gebietsfremde Pflanzen - Potentialkarte Japanischer Staudenknöterich,info@infoflora.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-29
datenbank-querprofile-qp-vermessungsabschnitt,Datenbank Querprofile (QP) - Vermessungsabschnitt,gefahrenpraevention@bafu.admin.ch,,2009-01-01T00:00:00,2026-02-01T00:00:00,,"gefahren,umwelt,geobasisdaten,bgdi-bundesgeodaten-infrastruktur,naturgefahr",2026-06-29
beurteilung-des-chemischen-gewasserzustandes-geloster-organischer-kohlenstoff-doc,Beurteilung des chemischen Gewässerzustandes: Gelöster organischer Kohlenstoff (DOC),hydrologie@bafu.admin.ch,,2014-03-26T00:00:00,,,"umwelt,bgdi-bundesgeodaten-infrastruktur,fliessgewasser",2026-06-29
unterirdische-fliesswege-in-karstgebieten,Unterirdische Fliesswege in Karstgebieten,hydrogeologie@bafu.admin.ch,,2016-03-01T00:00:00,,,"hydrogeologie,karstgebiet,umwelt,grundwasser,quelle",2026-06-29
mittlere-hochstwerte-des-tagesganges-der-lufttemperatur-im-juli-periode-2070-2099-szenario-rcp-1,"Mittlere Höchstwerte des Tagesganges der Lufttemperatur im Juli, Periode 2070-2099, Szenario RCP 2.6",wald@bafu.admin.ch,,2022-03-09T00:00:00,,,"forstwirtschaft,klima,luft-atmosphare,klima,luft-atmosphare,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur",2026-06-29
sturmgefahrdung-boenspitzen-mit-wiederkehrperiode-300-jahre,Sturmgefährdung: Böenspitzen mit Wiederkehrperiode 300 Jahre,wald@bafu.admin.ch,,2014-11-07T00:00:00,,,"naturrisikoanalyse,naturrisiko,wind,luftbewegung,sturm,bgdi-bundesgeodaten-infrastruktur",2026-06-29
invasive-gebietsfremde-pflanzen-potentialkarte-sudafrikanisches-greiskraut,Invasive gebietsfremde Pflanzen - Potentialkarte Südafrikanisches Greiskraut,info@infoflora.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-29
numerische-daten-der-trockenheitsplattform,Numerische Daten der Trockenheitsplattform,hydrologie@bafu.admin.ch,,2024-11-25T00:00:00,,,"gewasser,hydrologie,see,niederschlag,landwirtschaft,fliessgewasser,bgdi-bundesgeodaten-infrastruktur",2026-06-29
datenbank-querprofile-qp-querprofilachse,Datenbank Querprofile (QP) - Querprofilachse,gefahrenpraevention@bafu.admin.ch,,2009-01-01T00:00:00,2026-02-01T00:00:00,,"gefahren,naturgefahr,umwelt,geobasisdaten,bgdi-bundesgeodaten-infrastruktur",2026-06-29
invasive-gebietsfremde-pflanzen-potentialkarte-japanisches-geissblatt,Invasive gebietsfremde Pflanzen - Potentialkarte Japanisches Geissblatt,altlasten@bafu.admin.ch,,,2015-05-04T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-29
monatliche-niederschlagserosivitatskarten-r-faktor-der-schweiz-in-mj-mm-ha-h-monat-mai,"Monatliche Niederschlagserosivitätskarten (R-Faktor) der Schweiz in MJ mm ha⁻¹ h⁻¹ Monat⁻¹, Mai",altlasten@bafu.admin.ch,,2019-10-02T00:00:00,2020-02-27T00:00:00,,"erosion,erosionsschutz,bodenerosion,boden,niederschlagserhohung,bgdi-bundesgeodaten-infrastruktur,e-geoch,aufbewahrungs--und-archivierungsplanung-aap---bund",2026-06-29
inventar-der-schwingrasen,Inventar der Schwingrasen,bnl@bafu.admin.ch,,1990-01-01T00:00:00,,,"aufbewahrungs--und-archivierungsplanung-aap---bund,bryophyten,inventar,moor,verteilung-der-arten,bgdi-bundesgeodaten-infrastruktur",2026-06-29
nationales-okologisches-netzwerk-ren-lebensraum-wald,"Nationales ökologisches Netzwerk REN, Lebensraum Wald",bnl@bafu.admin.ch,,,2011-02-14T00:00:00,,"umwelt,artenvielfalt,wald,zerstorung-des-lebensraums,lebensraume-und-biotope,bgdi-bundesgeodaten-infrastruktur",2026-06-29
geochemischer-bodenatlas-der-schweiz-eisen,Geochemischer Bodenatlas der Schweiz: Eisen,altlasten@bafu.admin.ch,,2023-06-30T00:00:00,,,"boden,boden,atlas,biogeochemie,interpolation,schwermetall,toxische-metalle,bund,bgdi-bundesgeodaten-infrastruktur,bodenkartierung,bodeneigenschaften",2026-06-29
invasive-gebietsfremde-pflanzen-potentialkarte-kanadische-goldrute,Invasive gebietsfremde Pflanzen - Potentialkarte Kanadische Goldrute,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-29
geochemischer-bodenatlas-der-schweiz-zink,Geochemischer Bodenatlas der Schweiz: Zink,altlasten@bafu.admin.ch,,2023-06-30T00:00:00,,,"boden,boden,schwermetall,atlas,altlast,interpolation,interpolation,toxische-metalle,toxische-metalle,biogeochemie,schwermetallbelastung,boden,bodenkartierung,bund,bodenqualitat,bgdi-bundesgeodaten-infrastruktur",2026-06-29
restwasserkarte-schweiz-wasserruckgabe,Restwasserkarte Schweiz: Wasserrückgabe,wasser@bafu.admin.ch,,,2004-01-01T00:00:00,,"umwelt,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur,geobasisdaten",2026-06-29
hydrologische-untersuchungsgebiete,Hydrologische Untersuchungsgebiete,hydrologie@bafu.admin.ch,,2013-01-01T00:00:00,,,"gewiss,gewasser,bgdi-bundesgeodaten-infrastruktur",2026-06-29
invasive-gebietsfremde-pflanzen-potentialkarte-glattes-zackenschotchen,Invasive gebietsfremde Pflanzen - Potentialkarte Glattes Zackenschötchen,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-29
waldstandortsregionen,Waldstandortsregionen,wslinfo@wsl.ch,,2019-02-06T00:00:00,2020-06-03T00:00:00,,"aufbewahrungs--und-archivierungsplanung-aap---bund,wald,waldbestand,waldokologie,bgdi-bundesgeodaten-infrastruktur",2026-06-29
invasive-gebietsfremde-pflanzen-potentialkarte-kletternder-giftsumach,Invasive gebietsfremde Pflanzen - Potentialkarte Kletternder Giftsumach,info@infoflora.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-29
beurteilung-des-chemischen-gewasserzustandes-nitrit,Beurteilung des chemischen Gewässerzustandes: Nitrit,hydrologie@bafu.admin.ch,,2014-03-26T00:00:00,,,"umwelt,bgdi-bundesgeodaten-infrastruktur,fliessgewasser",2026-06-29
monatliche-niederschlagserosivitatskarten-r-faktor-der-schweiz-in-mj-mm-ha-h-monat-januar,"Monatliche Niederschlagserosivitätskarten (R-Faktor) der Schweiz in MJ mm ha⁻¹ h⁻¹ Monat⁻¹, Januar",altlasten@bafu.admin.ch,,2019-10-02T00:00:00,2020-02-27T00:00:00,,"niederschlagserhohung,erosionsschutz,bodenerosion,erosion,boden,bgdi-bundesgeodaten-infrastruktur,e-geoch,aufbewahrungs--und-archivierungsplanung-aap---bund",2026-06-29
geochemischer-bodenatlas-der-schweiz-kupfer,Geochemischer Bodenatlas der Schweiz: Kupfer,altlasten@bafu.admin.ch,,2023-06-30T00:00:00,,,"biogeochemie,toxische-metalle,schwermetallbelastung,interpolation,atlas,bodenqualitat,bund,bgdi-bundesgeodaten-infrastruktur,bodenkartierung,boden",2026-06-29
monatliche-niederschlagserosivitatskarten-r-faktor-der-schweiz-in-mj-mm-ha-h-monat-marz,"Monatliche Niederschlagserosivitätskarten (R-Faktor) der Schweiz in MJ mm ha⁻¹ h⁻¹ Monat⁻¹, März",altlasten@bafu.admin.ch,,2019-10-02T00:00:00,2020-02-27T00:00:00,,"niederschlagserhohung,erosion,erosionsschutz,bodenerosion,boden,bgdi-bundesgeodaten-infrastruktur,aufbewahrungs--und-archivierungsplanung-aap---bund,e-geoch",2026-06-29
anteil-der-bestockung-entlang-der-flusse,Anteil der Bestockung entlang der Flüsse,hydrologie@bafu.admin.ch,,,2022-10-07T00:00:00,,"umwelt,umweltuberwachung,bgdi-bundesgeodaten-infrastruktur",2026-06-29
kartierung-der-auengebiete-von-nationaler-bedeutung-nutzungen-und-eingriffe,Kartierung der Auengebiete von nationaler Bedeutung - Nutzungen und Eingriffe,bnl@bafu.admin.ch,,2015-05-26T00:00:00,,,"umwelt,lebensraume-und-biotope,schutzgebiete,e-geoch",2026-06-29
nais-weiserflachen-und-beobachtungspunkte-suissenais,NaiS-Weiserflächen und Beobachtungspunkte SuisseNaiS,info@gebirgswald.ch,,2024-11-24T00:00:00,,,"erdbeobachtung,umwelt,wald,wms,schutzwald",2026-06-29
extreme-punktniederschlage3,Extreme Punktniederschläge,hydrologie@bafu.admin.ch,,2018-01-01T00:00:00,2022-01-01T00:00:00,,bund,2026-06-29
geodatenmodell-und-dokumentation-auengebiete_v1_2,"Geodatenmodell und Dokumentation ""Auengebiete_V1_2""",gis@bafu.admin.ch,,2022-06-02T00:00:00,,,"geodatenmodell,minimales-geodatenmodel-mgdm,modelldokumentation,bundesinventar,biodiversitat",2026-06-29
hades-bilanzierungsgebiete,HADES: Bilanzierungsgebiete,hydrologie@bafu.admin.ch,,2018-01-01T00:00:00,2025-05-13T00:00:00,,"aufbewahrungs--und-archivierungsplanung-aap---bund,e-geoch,umwelt,hydrogeologie,atlas,hydrologie,gewassernetz,umweltuberwachung,opendata,bgdi-bundesgeodaten-infrastruktur,wasserbau,hydrologie",2026-06-29
mittlere-niederschlagshohen-im-alpenraum-197120081,Mittlere Niederschlagshöhen im Alpenraum 1971–2008,hydrologie@bafu.admin.ch,,2018-01-01T00:00:00,,,bund,2026-06-29
tafel-8-7-vulnerabilitat-der-grundwasservorkommen2,Tafel 8.7 Vulnerabilität der Grundwasservorkommen,hydrologie@bafu.admin.ch,,2007-01-01T00:00:00,,,bund,2026-06-29
niederschlagsverhaltnisse-seit-1864,Niederschlagsverhältnisse seit 1864,hydrologie@bafu.admin.ch,,2020-01-01T00:00:00,,,bund,2026-06-29
geodatenmodell-und-dokumentation-noisepollutionregisterforrailwayinfrastructure_lv95_v1_4,"Geodatenmodell und Dokumentation ""NoisePollutionRegisterForRailwayInfrastructure_LV95_V1_4""",pasquale.didonato@swisstopo.ch,,2025-04-29T00:00:00,,,"minimales-geodatenmodel-mgdm,minimales-geodatenmodel-mgdm,modelldokumentation,modelldokumentation,larm,eisenbahn",2026-06-29
mittlere-jahrliche-verdunstungshohen-19731992,Mittlere jährliche Verdunstungshöhen 1973–1992,hydrologie@bafu.admin.ch,,1999-01-01T00:00:00,,,bund,2026-06-29
geographische-regionen-nationale-grundwasserbeobachtung-naqua,Geographische Regionen – Nationale Grundwasserbeobachtung NAQUA,hydrogeologie@bafu.admin.ch,,2026-02-06T00:00:00,,,"hydrogeologie,wasser,umwelt",2026-06-29
stickstoffdioxid-immissionen-entlang-der-a2-und-a13,Stickstoffdioxid-Immissionen entlang der A2 und A13,info@bafu.admin.ch,,2025-12-08T00:00:00,2026-05-04T06:55:32.513000+00:00,,,2026-06-29
russ-konzentration-entlang-der-a2-und-a13,Russ-Konzentration entlang der A2 und A13,info@bafu.admin.ch,,2025-12-08T00:00:00,2026-05-04T06:54:59.738000+00:00,,,2026-06-29
nox-konzentration-entlang-der-a2-und-a13,NOx-Konzentration entlang der A2 und A13,info@bafu.admin.ch,,2025-12-08T00:00:00,2026-05-04T06:50:02.275000+00:00,,,2026-06-29
feinstaub-immissionen-entlang-der-a2-und-a13,Feinstaub-Immissionen entlang der A2 und A13,info@bafu.admin.ch,,2025-12-08T00:00:00,2026-05-04T06:43:13.906000+00:00,,,2026-06-29
co2-emissionen-aus-brennstoffen-witterungsbereinigt-und-treibstoffen,CO2-Emissionen aus Brennstoffen (witterungsbereinigt) und Treibstoffen,climatereporting@bafu.admin.ch,,2022-10-21T00:00:00,2026-04-15T06:32:45.526000+00:00,,,2026-06-29
anteile-der-treibhausgasemissionen-aus-treibstoffen-im-sektor-verkehr,Anteile der Treibhausgasemissionen aus Treibstoffen im Sektor Verkehr,climatereporting@bafu.admin.ch,,2022-09-29T00:00:00,2026-04-13T09:26:18.615000+00:00,,,2026-06-29
treibhausgasemissionen-nach-sektor-und-gas,Treibhausgasemissionen nach Sektor und Gas,climatereporting@bafu.admin.ch,,2022-08-31T00:00:00,2026-04-13T09:20:02.474000+00:00,,,2026-06-29
rote-liste,Rote Liste,bnl@bafu.admin.ch,,2024-01-24T00:00:00,2024-01-24T00:00:00,,,2026-06-29
lfi-veranderungen,LFI: Veränderungen,wald@bafu.admin.ch,,2024-10-14T18:43:11+00:00,2024-10-14T19:27:11+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-nadel-und-laubholz,"LFI: Themen nach Nadelholz, Laubholz",wald@bafu.admin.ch,,2023-11-02T20:41:20+00:00,2024-10-14T17:06:57+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-eigentum-offentlich-privat,LFI: Themen nach Eigentum (2 Klassen),wald@bafu.admin.ch,,2023-11-02T20:34:16+00:00,2024-10-14T16:58:12+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-baumzustand,LFI: Themen nach Baumzustand,wald@bafu.admin.ch,,2023-06-22T05:30:59+00:00,2024-10-14T17:09:00+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-hauptbaumart,LFI: Themen nach Hauptbaumart,wald@bafu.admin.ch,,2023-06-22T05:27:53+00:00,2024-10-14T16:51:06+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-waldtyp,LFI: Themen nach Waldtyp (12 Klassen),wald@bafu.admin.ch,,2023-06-22T05:36:11+00:00,2024-10-14T17:26:35+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-standortsgute,LFI: Themen nach Standortgüte,wald@bafu.admin.ch,,2023-06-22T05:35:05+00:00,2024-10-14T17:21:26+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-zeitpunkt-des-letzten-eingriffs,LFI: Themen nach Zeitpunkt des letzten Eingriffs (5- bzw. 10-Jahres-Klassen),wald@bafu.admin.ch,,2023-06-22T05:34:29+00:00,2024-10-14T17:19:10+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-anzahl-schaden,LFI: Themen nach Anzahl Schäden,wald@bafu.admin.ch,,2023-06-22T05:33:45+00:00,2024-10-14T17:17:16+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-schadigungsgrad,LFI: Themen nach Schädigungsgrad,wald@bafu.admin.ch,,2023-06-22T05:33:10+00:00,2024-10-14T17:15:22+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-waldtyp-und-entwicklungsstufe,LFI: Themen nach Waldtyp (17 Klassen),wald@bafu.admin.ch,,2023-06-22T05:31:41+00:00,2024-10-14T17:13:28+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-nais-waldformationen-10-klassen,LFI: Themen nach NaiS-Waldformationen (10 Klassen),wald@bafu.admin.ch,,2023-06-22T06:02:52+00:00,2024-10-14T18:42:57+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-hoch-oder-tieflagen-nais,LFI: Themen nach Hochlagen/Tieflagen,wald@bafu.admin.ch,,2023-06-22T05:59:37+00:00,2024-10-14T18:40:23+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-nais-vegetationshohenstufen-6-klassen,LFI: Themen nach NaiS-Vegetationshöhenstufen (6 Klassen),wald@bafu.admin.ch,,2023-06-22T05:55:29+00:00,2024-10-14T18:34:26+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-nais-vegetationshohenstufen-10-klassen,LFI: Themen nach NaiS-Vegetationshöhenstufen (10 Klassen),wald@bafu.admin.ch,,2023-06-22T05:51:19+00:00,2024-10-14T18:26:25+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-eingefuhrte-baumart-baumformige-neophyten-8-klassen,LFI: Themen nach eingeführte Baumart (baumförmige Neophyten; 8 Klassen),wald@bafu.admin.ch,,2023-06-22T05:50:20+00:00,2024-10-14T18:17:32+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-eingefuhrte-baumart-baumformiger-neophyt-3-klassen-ab-lfi1,LFI: Themen nach eingeführte Baumart (baumförmige Neophyten; 3 Klassen; ab LFI1),wald@bafu.admin.ch,,2023-06-22T05:49:57+00:00,2024-10-14T18:15:16+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-mischungsgrad,LFI: Themen nach Mischungsgrad (terrestrisch),wald@bafu.admin.ch,,2023-06-22T05:26:10+00:00,2024-10-14T16:43:18+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-baumart-56-klassen,LFI: Themen nach Baumart (56 Klassen),wald@bafu.admin.ch,,2023-06-22T05:48:03+00:00,2024-10-14T18:12:49+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-baumalter-40-jahres-klassen,LFI: Themen nach Baumalter (40-Jahres-Klassen),wald@bafu.admin.ch,,2023-06-22T05:47:46+00:00,2024-10-14T18:03:13+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-entwicklungsstufe,LFI: Themen nach Entwicklungsstufe,wald@bafu.admin.ch,,2023-06-22T05:23:38+00:00,2024-10-14T16:39:08+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-schafthohe-gebrochener-durrstander-6-klassen,LFI: Themen nach Schafthöhe gebrochener Dürrständer (6 Klassen),wald@bafu.admin.ch,,2023-06-22T05:47:28+00:00,2024-10-14T18:01:59+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-stucklange-liegender-toter-probebaume-6-klassen,LFI: Themen nach Stücklänge liegender toter Bäume (6 Klassen),wald@bafu.admin.ch,,2023-06-22T05:47:08+00:00,2024-10-14T18:00:24+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-durchmesser-10-cm-klassen,LFI: Themen nach Brusthöhendurchmesser (10 Klassen),wald@bafu.admin.ch,,2023-06-22T05:45:58+00:00,2024-10-14T17:58:45+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-dominanter-durchmesser-10-cm-klassen,LFI: Themen nach dominanter Brusthöhendurchmesser (stehend-lebend; 8 Klassen),wald@bafu.admin.ch,,2023-06-22T05:45:23+02:00,2024-10-14T17:55:03+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-flachenschadenausmass-10-klassen,LFI: Themen nach Schadenausmass (10 Klassen),wald@bafu.admin.ch,,2023-06-22T05:44:57.346000+02:00,2024-10-14T17:52:40+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-gigant,LFI: Themen nach Gigant (nein/ja),wald@bafu.admin.ch,,2023-06-22T05:44:17,2024-10-14T17:50:41+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-baumzustand-stehend-liegend,LFI: Themen nach Baumzustand (stehend/liegend),wald@bafu.admin.ch,,2023-06-22T05:43:48+00:00,2024-10-14T17:48:45+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-baumzustand-lebend-tot,LFI: Themen nach Baumzustand (lebend/tot),wald@bafu.admin.ch,,2023-06-22T05:43:13+00:00,2024-10-14T17:47:12+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-baumart-5-klassen,LFI: Themen nach Baumart (5 Klassen),wald@bafu.admin.ch,,2023-06-22T05:41:17+00:00,2024-10-14T17:45:18+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-exposition-8-klassen,LFI: Themen nach Exposition (9 Klassen),wald@bafu.admin.ch,,2023-06-22T05:40:04+00:00,2024-10-14T17:39:53+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-brusthohendurchmesser-4-cm-stufen,LFI: Themen nach Brusthöhendurchmesser (4-cm-Stufen),wald@bafu.admin.ch,,2023-06-22T05:38:56+00:00,2024-10-14T17:36:32+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
lfi-themen-nach-durchmesser-starkeklasse,LFI: Themen nach Brusthöhendurchmesser (Stärkeklassen),wald@bafu.admin.ch,,2023-06-22T05:38:05+00:00,2024-10-14T17:29:26+00:00,,"forstwirtschaft,landesforstinventar,wald",2026-06-29
naturlicher-wasserhaushalt-der-ganzen-schweiz-und-bedeutender-grosseinzugsgebiete,Natürlicher Wasserhaushalt der ganzen Schweiz und bedeutender Grosseinzugsgebiete,hydrologie@bafu.admin.ch,,,2024-12-31T00:00:00,,wasser,2026-06-29
grosse-hochwasserabflusse-in-der-schweiz,Grosse Hochwasserabflüsse in der Schweiz,hydrologie@bafu.admin.ch,,2018-03-15T00:00:00,2018-12-07T00:00:00,,hochwasser,2026-06-29
national-prioritare-arten,National Prioritäre Arten,bnl@bafu.admin.ch,,2025-07-14T00:00:00,,,"artenforderung,biodiversitat",2026-06-29
liste-der-national-prioritaren-lebensraume,Liste der National Prioritären  Lebensräume,bnl@bafu.admin.ch,,2025-06-30T00:00:00,,,"artenforderung,biodiversitat",2026-06-29
restwassersanierung-nach-art-80-ff-gschg,Restwassersanierung nach Art. 80 ff. GSchG,wasser@bafu.admin.ch,,2011-07-01T00:00:00,2020-12-31T00:00:00,,wasser,2026-06-29
holzflussmodell-in-der-schweiz,Holzflussmodell in der Schweiz,wald@bafu.admin.ch,,2023-05-24T00:00:00,2025-04-11T08:03:37.826000+00:00,,,2026-06-29
bodenbelastung-durch-schwermetalle,Bodenbelastung durch Schwermetalle,nabodat@bafu.admin.ch,,2009-12-31T00:00:00,2025-08-04T13:29:08.798000+00:00,,,2026-06-29
luftbelastung-entlang-der-a2-und-der-a13-jahresmittelwerte-no-und-no2,Luftbelastung entlang der A2 und der A13 - Jahresmittelwerte - NO und NO2,klaus.kammer@bafu.admin.ch,,2022-05-30T00:00:00,2025-04-10T13:58:32.398000+00:00,,"luft,verkehr,transitverkehr,landverkehrsabkommen,luftbelastung",2026-06-29
larmbelastung-durch-verkehr,Lärmbelastung durch Verkehr,noise@bafu.admin.ch,,2017-07-04T00:00:00,2025-08-04T13:41:27.135000+00:00,,"larmbelastung-larm-umweltmonitoring-datenbank-sonbase-strassenverkehrslarm-eisenbahnlarm-fluglarm-be,eisenbahnlarm,fluglarm,strassenverkehrslarm",2026-06-29
badegewaesserqualitaet,Badegewässerqualität (ods),"Païvi Rinta, BAFU",wasser@bafu.admin.ch,2018-04-23T00:00:00,2023-07-06T00:00:00,,"badegewasserqualitat,e-coli,enterokkoken-bakterien",2026-06-29
waldbrandgefahr,Waldbrandgefahr,info@bafu.admin.ch,,2023-03-15T00:00:00,2026-06-29T10:14:20+00:00,,,2026-06-30
waldbrandpraventionsmassnahmen,Waldbrandpräventionsmassnahmen,info@bafu.admin.ch,,2023-03-15T00:00:00,2026-06-28T10:14:20+00:00,,,2026-06-30
schweizweite-hinweiskarten-des-lichtbedingten-verjungungspotentials-stand-lfi-vhm-2024,Schweizweite Hinweiskarten des lichtbedingten Verjüngungspotentials (Stand LFI VHM 2024),remotesensing@wsl.ch,,2026-05-21T00:00:00,,,"bgdi-bundesgeodaten-infrastruktur,waldnutzung,aufbewahrungs--und-archivierungsplanung-aap---bund,waldentwicklung,airborne-laser-scanning,fise-forest-information-system-for-europe,licht,wald,waldbestand,bgdi-bundesgeodaten-infrastruktur",2026-06-30
bundesinventar-der-moorlandschaften-von-besonderer-schonheit-und-nationaler-bedeutung,Bundesinventar der Moorlandschaften von besonderer Schönheit und nationaler Bedeutung,bnl@bafu.admin.ch,,1996-01-01T00:00:00,2017-11-01T00:00:00,,"geobasisdaten,aufbewahrungs--und-archivierungsplanung-aap---bund,e-geoch,umwelt,schutzgebiete,lebensraume-und-biotope,bgdi-bundesgeodaten-infrastruktur",2026-06-30
grundwasserkorper-der-schweiz,Grundwasserkörper der Schweiz,hydrogeologie@bafu.admin.ch,,2017-04-25T00:00:00,,,"grundwasser,grundwasser,hydrogeologie,umwelt,bgdi-bundesgeodaten-infrastruktur,wasser",2026-06-30
magnetfeldbelastung-elektrische-anlagen-modelliert,Magnetfeldbelastung durch elektrische Anlagen (modeliert),noise@bafu.admin.ch,,2026-04-15T00:00:00,,,"e-geoch,aufbewahrungs--und-archivierungsplanung-aap---bund,nichtionisierende-strahlung,strahlung,elektrosmog,energiebedingte-umweltbelastung,magnetismus,elektrizitat,hochspannungsleitung,umwelt,gesundheit-und-sicherheit",2026-06-30
vegetationshohenmodell-lidar-lfi,Vegetationshöhenmodell Lidar LFI,remotesensing@wsl.ch,,2016-10-31T00:00:00,2026-03-05T00:00:00,,"aufbewahrungs--und-archivierungsplanung-aap---bund,bgdi-bundesgeodaten-infrastruktur,geobasisdaten,fise-forest-information-system-for-europe,wald,waldbestand,bgdi-bundesgeodaten-infrastruktur",2026-06-30
vegetationshohenmodell-lfi,Vegetationshöhenmodell LFI,remotesensing@wsl.ch,,2016-10-31T00:00:00,2026-03-05T00:00:00,,"bgdi-bundesgeodaten-infrastruktur,geobasisdaten,fise-forest-information-system-for-europe,aufbewahrungs--und-archivierungsplanung-aap---bund,wald,waldbestand,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-gotterbaum,Invasive gebietsfremde Pflanzen - Potentialkarte Götterbaum,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-robinie,Invasive gebietsfremde Pflanzen - Potentialkarte Robinie,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
ammoniakkonzentration,Ammoniakkonzentration,chemicals@bafu.admin.ch,,,2022-08-15T00:00:00,,"luft,schadstoff,luftschadstoff,gesundheit-und-sicherheit,atmospharische-bedingungen,bgdi-bundesgeodaten-infrastruktur,e-geoch,aufbewahrungs--und-archivierungsplanung-aap---bund",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-riesenbarenklau,Invasive gebietsfremde Pflanzen - Potentialkarte Riesenbärenklau,altlasten@bafu.admin.ch,,,2015-05-04T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-karolina-haarnixe,Invasive gebietsfremde Pflanzen - Potentialkarte Karolina-Haarnixe,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-haargurke,Invasive gebietsfremde Pflanzen - Potentialkarte Haargurke,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
invasive-gebietsfremde-pflanzen-potentialkarte-kaukasus-fettkraut,Invasive gebietsfremde Pflanzen - Potentialkarte Kaukasus-Fettkraut,altlasten@bafu.admin.ch,,,2015-04-02T00:00:00,,"umwelt,bgdi-bundesgeodaten-infrastruktur",2026-06-30
